Game,Player,Condition_Ext,Probability,Destroy,NashEquilibrium,Consumption,Strategy,P_50,P_69,Age,Gender,NR,CFC,IMD,IMD_RANKED,Condition,Parent,Mean_cons,N_Cooperations,N_Defections,Post_1,Post_2
55,      55,1,94,0,0,75,0,1,1, , , , , , , , , , , , , 
55,      55,1,47,0,0,3,0,0,0, , , , , , , , , , , , , 
56,      56,1,66,0,0,30,0,1,0, , , , , , , , , , , , , 
56,      56,1,10,0,0,20,0,0,0, , , , , , , , , , , , , 
57,      57,1,67,0,0,30,0,1,0, , , , , , , , , , , , , 
57,      57,1,45,0,0,20,1,0,0, , , , , , , , , , , , , 
57,      57,1,82,0,0,40,0,1,1, , , , , , , , , , , , , 
57,      57,1,82,0,0,5,1,1,1, , , , , , , , , , , , , 
57,      57,1,8,0,0,3,0,0,0, , , , , , , , , , , , , 
58,      58,0,89,0,1,10,1,1,1, , , , , , , , , , , , , 
58,      58,0,55,0,0,20,1,1,0, , , , , , , , , , , , , 
58,      58,0,80,0,0,11,1,1,1, , , , , , , , , , , , , 
58,      58,0,10,0,0,8,0,0,0, , , , , , , , , , , , , 
58,      58,0,56,0,0,2,0,1,0, , , , , , , , , , , , , 
58,      58,0,37,0,0,1,0,0,0, , , , , , , , , , , , , 
1,      59,0,70,0,1,17,1,1,1, , , , , , , , , , , , , 
1,      59,0,59,0,0,22,1,1,0, , , , , , , , , , , , , 
1,      59,0,65,0,0,20,1,1,0, , , , , , , , , , , , , 
1,      59,0,96,0,1,25,1,1,1, , , , , , , , , , , , , 
1,      59,0,18,0,0,27,0,0,0, , , , , , , , , , , , , 
1,      59,0,99,0,0,10,0,1,1, , , , , , , , , , , , , 
1,      59,0,4,0,0,2,0,0,0, , , , , , , , , , , , , 
2,      60,0,95,0,1,10,1,1,1, , , , , , , , , , , , , 
2,      60,0,36,0,0,1,1,0,0, , , , , , , , , , , , , 
2,      60,0,65,0,0,15,1,1,0, , , , , , , , , , , , , 
2,      60,0,37,0,0,2,1,0,0, , , , , , , , , , , , , 
2,      60,0,17,0,0,1,1,0,0, , , , , , , , , , , , , 
2,      60,0,93,0,0,30,0,1,1, , , , , , , , , , , , , 
2,      60,0,93,0,0,10,1,1,1, , , , , , , , , , , , , 
2,      60,0,65,0,0,13,1,1,0, , , , , , , , , , , , , 
2,      60,0,4,0,0,3,1,0,0, , , , , , , , , , , , , 
2,      60,0,72,0,1,1,1,1,1, , , , , , , , , , , , , 
2,      60,0,63,0,0,20,0,1,0, , , , , , , , , , , , , 
2,      60,0,42,0,0,7,0,0,0, , , , , , , , , , , , , 
3,      61,1,84,0,1,25,1,1,1, , , , , , , , , , , , , 
3,      61,1,89,0,1,25,1,1,1, , , , , , , , , , , , , 
3,      61,1,97,0,1,25,1,1,1, , , , , , , , , , , , , 
3,      61,1,81,0,1,30,0,1,1, , , , , , , , , , , , , 
4,      62,0,77,0,1,10,1,1,1, , , , , , , , , , , , , 
4,      62,0,86,0,1,12,1,1,1, , , , , , , , , , , , , 
4,      62,0,85,0,1,19,1,1,1, , , , , , , , , , , , , 
4,      62,0,34,0,0,11,0,0,0, , , , , , , , , , , , , 
4,      62,0,72,0,0,3,0,1,1, , , , , , , , , , , , , 
5,      63,1,85,0,1,25,1,1,1, , , , , , , , , , , , , 
5,      63,1,84,0,1,23,1,1,1, , , , , , , , , , , , , 
5,      63,1,93,0,0,30,0,1,1, , , , , , , , , , , , , 
5,      63,1,46,0,0,8,1,0,0, , , , , , , , , , , , , 
5,      63,1,79,0,0,3,1,1,1, , , , , , , , , , , , , 
5,      63,1,28,0,0,4,1,0,0, , , , , , , , , , , , , 
5,      63,1,68,0,0,4,1,1,0, , , , , , , , , , , , , 
5,      63,1,53,0,0,1,1,1,0, , , , , , , , , , , , , 
5,      63,1,20,0,0,0,1,0,0, , , , , , , , , , , , , 
6,      64,0,68,0,0,25,1,1,0, , , , , , , , , , , , , 
6,      64,0,81,0,1,20,1,1,1, , , , , , , , , , , , , 
6,      64,0,81,0,1,20,1,1,1, , , , , , , , , , , , , 
6,      64,0,46,0,0,15,1,0,0, , , , , , , , , , , , , 
6,      64,0,76,0,1,25,1,1,1, , , , , , , , , , , , , 
6,      64,0,81,0,0,20,0,1,1, , , , , , , , , , , , , 
6,      64,0,18,0,0,5,0,0,0, , , , , , , , , , , , , 
6,      64,0,79,0,0,5,0,1,1, , , , , , , , , , , , , 
6,      64,0,35,0,0,0,1,0,0, , , , , , , , , , , , , 
6,      64,0,76,0,1,0,1,1,1, , , , , , , , , , , , , 
6,      64,0,22,0,0,0,1,0,0, , , , , , , , , , , , , 
6,      64,0,53,0,0,2,0,1,0, , , , , , , , , , , , , 
6,      64,0,70,0,0,0,1,1,1, , , , , , , , , , , , , 
7,      65,0,65,0,0,9,1,1,0, , , , , , , , , , , , , 
7,      65,0,97,0,1,15,1,1,1, , , , , , , , , , , , , 
7,      65,0,3,0,0,20,1,0,0, , , , , , , , , , , , , 
7,      65,0,61,0,0,30,0,1,0, , , , , , , , , , , , , 
7,      65,0,1,0,0,12,0,0,0, , , , , , , , , , , , , 
7,      65,0,83,0,0,2,0,1,1, , , , , , , , , , , , , 
7,      65,0,13,1,1,1,0,0,0, , , , , , , , , , , , , 
8,      66,1,76,0,1,25,1,1,1, , , , , , , , , , , , , 
8,      66,1,27,0,0,25,1,0,0, , , , , , , , , , , , , 
8,      66,1,73,0,1,25,1,1,1, , , , , , , , , , , , , 
8,      66,1,95,0,1,25,1,1,1, , , , , , , , , , , , , 
8,      66,1,16,0,0,75,0,0,0, , , , , , , , , , , , , 
8,      66,1,13,0,0,13,0,0,0, , , , , , , , , , , , , 
8,      66,1,10,0,0,3,0,0,0, , , , , , , , , , , , , 
8,      66,1,84,1,1,1,0,1,1, , , , , , , , , , , , , 
9,      67,0,70,0,0,49,0,1,1, , , , , , , , , , , , , 
9,      67,0,45,0,0,13,0,0,0, , , , , , , , , , , , , 
9,      67,0,60,0,0,2,1,1,0, , , , , , , , , , , , , 
9,      67,0,48,0,0,4,0,0,0, , , , , , , , , , , , , 
9,      67,0,90,0,1,1,0,1,1, , , , , , , , , , , , , 
10,      68,1,98,0,0,75,0,1,1, , , , , , , , , , , , , 
11,      69,0,75,0,0,72,0,1,1, , , , , , , , , , , , , 
11,      69,0,58,0,0,1,1,1,0, , , , , , , , , , , , , 
11,      69,0,21,1,1,1,0,0,0, , , , , , , , , , , , , 
12,      70,0,64,0,0,64,0,1,0, , , , , , , , , , , , , 
12,      70,0,71,1,1,6,0,1,1, , , , , , , , , , , , , 
13,      71,1,67,0,0,37,0,1,0, , , , , , , , , , , , , 
13,      71,1,96,0,0,10,0,1,1, , , , , , , , , , , , , 
13,      71,1,59,0,0,10,0,1,0, , , , , , , , , , , , , 
13,      71,1,33,0,0,15,0,0,0, , , , , , , , , , , , , 
14,      72,0,56,0,0,25,1,1,0, , , , , , , , , , , , , 
14,      72,0,80,0,0,49,0,1,1, , , , , , , , , , , , , 
14,      72,0,93,0,0,5,0,1,1, , , , , , , , , , , , , 
14,      72,0,74,0,0,2,0,1,1, , , , , , , , , , , , , 
15,      73,1,88,0,1,25,1,1,1, , , , , , , , , , , , , 
15,      73,1,63,0,0,8,1,1,0, , , , , , , , , , , , , 
16,      74,1,58,0,0,30,0,1,0, , , , , , , , , , , , , 
16,      74,1,100,0,0,25,0,1,1, , , , , , , , , , , , , 
16,      74,1,35,0,0,3,0,0,0, , , , , , , , , , , , , 
16,      74,1,66,1,1,1,0,1,0, , , , , , , , , , , , , 
17,      75,0,91,0,1,8,1,1,1, , , , , , , , , , , , , 
17,      75,0,13,0,0,15,1,0,0, , , , , , , , , , , , , 
17,      75,0,96,0,1,25,1,1,1, , , , , , , , , , , , , 
17,      75,0,14,0,0,5,1,0,0, , , , , , , , , , , , , 
17,      75,0,9,0,0,3,1,0,0, , , , , , , , , , , , , 
17,      75,0,32,0,0,2,0,0,0, , , , , , , , , , , , , 
17,      75,0,5,0,0,0,1,0,0, , , , , , , , , , , , , 
18,      76,0,65,0,0,21,1,1,0, , , , , , , , , , , , , 
18,      76,0,85,0,1,25,1,1,1, , , , , , , , , , , , , 
18,      76,0,100,0,0,10,1,1,1, , , , , , , , , , , , , 
18,      76,0,91,0,0,6,0,1,1, , , , , , , , , , , , , 
18,      76,0,58,0,0,1,0,1,0, , , , , , , , , , , , , 
19,      77,0,41,0,0,2,1,0,0, , , , , , , , , , , , , 
19,      77,0,95,0,1,6,1,1,1, , , , , , , , , , , , , 
19,      77,0,47,0,0,60,0,0,0, , , , , , , , , , , , , 
20,      78,1,51,0,0,25,1,1,0, , , , , , , , , , , , , 
20,      78,1,83,0,0,20,0,1,1, , , , , , , , , , , , , 
21,      79,0,78,0,0,45,0,1,1, , , , , , , , , , , , , 
21,      79,0,24,0,0,5,1,0,0, , , , , , , , , , , , , 
21,      79,0,27,0,0,10,0,0,0, , , , , , , , , , , , , 
21,      79,0,100,0,0,5,0,1,1, , , , , , , , , , , , , 
22,      80,0,23,0,0,50,0,0,0, , , , , , , , , , , , , 
22,      80,0,45,0,0,5,1,0,0, , , , , , , , , , , , , 
22,      80,0,78,0,0,20,0,1,1, , , , , , , , , , , , , 
23,      81,0,92,0,0,40,0,1,1, , , , , , , , , , , , , 
23,      81,0,76,0,0,10,0,1,1, , , , , , , , , , , , , 
23,      81,0,63,0,0,2,0,1,0, , , , , , , , , , , , , 
24,      82,1,32,0,0,40,0,0,0, , , , , , , , , , , , , 
24,      82,1,20,0,0,15,0,0,0, , , , , , , , , , , , , 
24,      82,1,10,0,0,2,0,0,0, , , , , , , , , , , , , 
25,      83,0,52,0,0,25,1,1,0, , , , , , , , , , , , , 
25,      83,0,50,0,0,18,1,1,0, , , , , , , , , , , , , 
25,      83,0,32,0,0,40,0,0,0, , , , , , , , , , , , , 
25,      83,0,100,0,0,7,0,1,1, , , , , , , , , , , , , 
25,      83,0,1,0,0,3,0,0,0, , , , , , , , , , , , , 
25,      83,0,23,1,1,1,0,0,0, , , , , , , , , , , , , 
26,      84,1,57,0,0,5,1,1,0, , , , , , , , , , , , , 
26,      84,1,78,0,1,10,1,1,1, , , , , , , , , , , , , 
26,      84,1,76,0,1,15,1,1,1, , , , , , , , , , , , , 
26,      84,1,44,0,0,75,0,0,0, , , , , , , , , , , , , 
26,      84,1,91,0,0,4,0,1,1, , , , , , , , , , , , , 
26,      84,1,85,0,0,1,0,1,1, , , , , , , , , , , , , 
27,      85,1,85,0,1,10,1,1,1, , , , , , , , , , , , , 
27,      85,1,30,0,0,15,1,0,0, , , , , , , , , , , , , 
27,      85,1,51,0,0,40,0,1,0, , , , , , , , , , , , , 
27,      85,1,68,0,0,30,0,1,0, , , , , , , , , , , , , 
28,      86,0,68,0,0,20,1,1,0, , , , , , , , , , , , , 
28,      86,0,86,0,0,40,0,1,1, , , , , , , , , , , , , 
28,      86,0,54,0,0,10,1,1,0, , , , , , , , , , , , , 
28,      86,0,39,0,0,1,1,0,0, , , , , , , , , , , , , 
28,      86,0,48,0,0,4,0,0,0, , , , , , , , , , , , , 
28,      86,0,1,0,0,1,1,0,0, , , , , , , , , , , , , 
28,      86,0,58,1,1,1,0,1,0, , , , , , , , , , , , , 
29,      87,1,65,0,0,50,0,1,0, , , , , , , , , , , , , 
29,      87,1,99,0,0,5,0,1,1, , , , , , , , , , , , , 
29,      87,1,19,0,0,1,0,0,0, , , , , , , , , , , , , 
29,      87,1,92,1,1,1,0,1,1, , , , , , , , , , , , , 
30,      88,0,44,0,0,30,0,0,0, , , , , , , , , , , , , 
30,      88,0,63,0,0,40,0,1,0, , , , , , , , , , , , , 
30,      88,0,75,0,1,10,1,1,1, , , , , , , , , , , , , 
30,      88,0,11,0,0,5,1,0,0, , , , , , , , , , , , , 
30,      88,0,32,0,0,15,0,0,0, , , , , , , , , , , , , 
30,      88,0,17,0,0,3,0,0,0, , , , , , , , , , , , , 
31,      89,1,72,0,0,50,0,1,1, , , , , , , , , , , , , 
31,      89,1,26,0,0,10,0,0,0, , , , , , , , , , , , , 
31,      89,0,99,0,1,15,1,1,1, , , , , , , , , , , , , 
31,      89,0,36,0,0,15,1,0,0, , , , , , , , , , , , , 
31,      89,0,40,0,0,22,1,0,0, , , , , , , , , , , , , 
31,      89,0,88,0,0,10,1,1,1, , , , , , , , , , , , , 
31,      89,0,25,0,0,5,1,0,0, , , , , , , , , , , , , 
31,      89,0,30,0,0,1,1,0,0, , , , , , , , , , , , , 
31,      89,0,46,0,0,2,1,0,0, , , , , , , , , , , , , 
31,      89,0,100,0,0,3,0,1,1, , , , , , , , , , , , , 
31,      89,0,98,0,1,1,0,1,1, , , , , , , , , , , , , 
33,      91,1,53,0,0,25,1,1,0, , , , , , , , , , , , , 
33,      91,1,51,0,0,20,1,1,0, , , , , , , , , , , , , 
33,      91,1,66,0,0,30,0,1,0, , , , , , , , , , , , , 
33,      91,1,97,0,1,10,1,1,1, , , , , , , , , , , , , 
33,      91,1,13,0,0,4,0,0,0, , , , , , , , , , , , , 
33,      91,1,96,1,1,1,0,1,1, , , , , , , , , , , , , 
34,      92,1,75,0,1,25,1,1,1, , , , , , , , , , , , , 
34,      92,1,62,0,0,35,0,1,0, , , , , , , , , , , , , 
34,      92,1,40,0,0,15,0,0,0, , , , , , , , , , , , , 
35,      93,1,76,0,1,20,1,1,1, , , , , , , , , , , , , 
35,      93,1,91,0,0,30,0,1,1, , , , , , , , , , , , , 
35,      93,1,41,0,0,20,1,0,0, , , , , , , , , , , , , 
35,      93,1,83,0,0,30,0,1,1, , , , , , , , , , , , , 
36,      94,1,83,0,1,20,1,1,1, , , , , , , , , , , , , 
36,      94,1,45,0,0,20,1,0,0, , , , , , , , , , , , , 
36,      94,1,67,0,0,35,0,1,0, , , , , , , , , , , , , 
36,      94,1,13,0,0,10,1,0,0, , , , , , , , , , , , , 
36,      94,1,2,0,0,25,0,0,0, , , , , , , , , , , , , 
37,      95,1,74,0,1,18,1,1,1, , , , , , , , , , , , , 
37,      95,1,95,0,1,23,1,1,1, , , , , , , , , , , , , 
37,      95,1,42,0,0,20,0,0,0, , , , , , , , , , , , , 
38,      96,0,41,0,0,59,0,0,0, , , , , , , , , , , , , 
39,      97,0,73,0,0,32,0,1,1, , , , , , , , , , , , , 
39,      97,0,13,0,0,40,0,0,0, , , , , , , , , , , , , 
39,      97,0,100,0,0,1,0,1,1, , , , , , , , , , , , , 
39,      97,0,91,1,1,1,0,1,1, , , , , , , , , , , , , 
40,      98,1,52,0,0,35,0,1,0, , , , , , , , , , , , , 
40,      98,1,60,0,0,90,0,1,0, , , , , , , , , , , , , 
41,      99,1,95,0,1,7,1,1,1, , , , , , , , , , , , , 
41,      99,1,83,0,1,11,1,1,1, , , , , , , , , , , , , 
41,      99,1,18,0,0,30,0,0,0, , , , , , , , , , , , , 
41,      99,1,85,0,0,20,0,1,1, , , , , , , , , , , , , 
41,      99,1,6,0,0,5,0,0,0, , , , , , , , , , , , , 
41,      99,1,88,0,0,5,0,1,1, , , , , , , , , , , , , 
41,      99,1,57,1,1,1,0,1,0, , , , , , , , , , , , , 
42,     100,1,60,0,0,22,1,1,0, , , , , , , , , , , , , 
42,     100,1,12,0,0,2,1,0,0, , , , , , , , , , , , , 
42,     100,1,78,0,0,2,1,1,1, , , , , , , , , , , , , 
42,     100,1,19,0,0,2,1,0,0, , , , , , , , , , , , , 
42,     100,1,85,0,0,1,1,1,1, , , , , , , , , , , , , 
42,     100,1,8,0,0,2,0,0,0, , , , , , , , , , , , , 
43,     101,0,91,0,1,25,1,1,1, , , , , , , , , , , , , 
43,     101,0,65,0,0,25,1,1,0, , , , , , , , , , , , , 
43,     101,0,13,0,0,40,0,0,0, , , , , , , , , , , , , 
44,     102,0,62,0,0,20,1,1,0, , , , , , , , , , , , , 
44,     102,0,78,0,1,21,1,1,1, , , , , , , , , , , , , 
44,     102,0,72,0,1,21,1,1,1, , , , , , , , , , , , , 
44,     102,0,20,0,0,20,1,0,0, , , , , , , , , , , , , 
44,     102,0,95,0,1,22,1,1,1, , , , , , , , , , , , , 
44,     102,0,42,0,0,22,1,0,0, , , , , , , , , , , , , 
44,     102,0,8,0,0,20,1,0,0, , , , , , , , , , , , , 
44,     102,0,1,0,0,30,0,0,0, , , , , , , , , , , , , 
44,     102,0,84,0,0,20,0,1,1, , , , , , , , , , , , , 
44,     102,0,81,0,1,5,1,1,1, , , , , , , , , , , , , 
44,     102,0,70,0,0,2,0,1,1, , , , , , , , , , , , , 
44,     102,0,69,0,0,2,0,1,1, , , , , , , , , , , , , 
44,     102,0,13,0,0,2,0,0,0, , , , , , , , , , , , , 
44,     102,0,34,0,0,2,0,0,0, , , , , , , , , , , , , 
44,     102,0,6,0,0,3,0,0,0, , , , , , , , , , , , , 
45,     103,1,87,0,0,35,0,1,1, , , , , , , , , , , , , 
45,     103,1,90,0,1,3,1,1,1, , , , , , , , , , , , , 
45,     103,1,17,0,0,2,1,0,0, , , , , , , , , , , , , 
45,     103,1,9,0,0,1,1,0,0, , , , , , , , , , , , , 
46,     104,0,81,0,1,10,1,1,1, , , , , , , , , , , , , 
46,     104,0,69,0,1,10,1,1,1, , , , , , , , , , , , , 
46,     104,0,25,0,0,15,1,0,0, , , , , , , , , , , , , 
46,     104,0,25,0,0,15,1,0,0, , , , , , , , , , , , , 
46,     104,0,59,0,0,10,1,1,0, , , , , , , , , , , , , 
46,     104,0,65,0,0,5,0,1,0, , , , , , , , , , , , , 
46,     104,0,69,0,0,1,1,1,1, , , , , , , , , , , , , 
46,     104,0,1,0,0,2,0,0,0, , , , , , , , , , , , , 
46,     104,0,31,0,0,1,0,0,0, , , , , , , , , , , , , 
47,     105,1,79,0,0,30,0,1,1, , , , , , , , , , , , , 
47,     105,1,70,0,1,10,1,1,1, , , , , , , , , , , , , 
48,     106,0,50,0,0,20,1,1,0, , , , , , , , , , , , , 
48,     106,0,97,0,1,15,1,1,1, , , , , , , , , , , , , 
48,     106,0,5,0,0,25,1,0,0, , , , , , , , , , , , , 
48,     106,0,61,0,0,11,0,1,0, , , , , , , , , , , , , 
48,     106,0,80,1,1,1,0,1,1, , , , , , , , , , , , , 
49,     107,0,80,0,1,20,1,1,1, , , , , , , , , , , , , 
49,     107,0,93,0,1,15,1,1,1, , , , , , , , , , , , , 
49,     107,0,88,0,0,30,0,1,1, , , , , , , , , , , , , 
49,     107,0,11,0,0,18,1,0,0, , , , , , , , , , , , , 
49,     107,0,48,0,0,25,1,0,0, , , , , , , , , , , , , 
49,     107,0,94,0,0,28,0,1,1, , , , , , , , , , , , , 
49,     107,0,36,0,0,14,1,0,0, , , , , , , , , , , , , 
49,     107,0,72,0,0,31,0,1,1, , , , , , , , , , , , , 
49,     107,0,45,0,0,11,0,0,0, , , , , , , , , , , , , 
49,     107,0,16,0,0,7,1,0,0, , , , , , , , , , , , , 
49,     107,0,81,0,0,12,0,1,1, , , , , , , , , , , , , 
49,     107,0,3,0,0,6,0,0,0, , , , , , , , , , , , , 
49,     107,0,55,0,0,3,0,1,0, , , , , , , , , , , , , 
49,     107,0,98,0,0,1,0,1,1, , , , , , , , , , , , , 
50,     108,1,58,0,0,48,0,1,0, , , , , , , , , , , , , 
51,     109,1,62,0,0,27,0,1,0, , , , , , , , , , , , , 
51,     109,1,73,0,0,3,1,1,1, , , , , , , , , , , , , 
51,     109,1,55,0,0,5,1,1,0, , , , , , , , , , , , , 
51,     109,1,77,0,0,2,0,1,1, , , , , , , , , , , , , 
51,     109,1,72,0,0,1,0,1,1, , , , , , , , , , , , , 
52,     110,0,71,0,0,30,0,1,1, , , , , , , , , , , , , 
52,     110,0,64,0,0,25,1,1,0, , , , , , , , , , , , , 
52,     110,0,98,0,0,35,0,1,1, , , , , , , , , , , , , 
52,     110,0,85,0,0,15,0,1,1, , , , , , , , , , , , , 
52,     110,0,46,0,0,8,0,0,0, , , , , , , , , , , , , 
53,     111,0,55,0,0,25,1,1,0, , , , , , , , , , , , , 
53,     111,0,56,0,0,20,0,1,0, , , , , , , , , , , , , 
53,     111,0,84,1,1,5,0,1,1, , , , , , , , , , , , , 
54,     112,1,91,0,1,25,1,1,1, , , , , , , , , , , , , 
54,     112,1,76,0,1,15,1,1,1, , , , , , , , , , , , , 
54,     112,1,92,0,0,7,1,1,1, , , , , , , , , , , , , 
54,     112,1,32,0,0,20,0,0,0, , , , , , , , , , , , , 
55,     113,1,61,0,0,20,1,1,0, , , , , , , , , , , , , 
55,     113,1,64,0,0,27,0,1,0, , , , , , , , , , , , , 
55,     113,1,13,0,0,11,1,0,0, , , , , , , , , , , , , 
55,     113,1,75,0,1,15,1,1,1, , , , , , , , , , , , , 
55,     113,1,94,0,1,20,1,1,1, , , , , , , , , , , , , 
55,     113,1,47,0,0,2,0,0,0, , , , , , , , , , , , , 
56,     114,1,66,0,0,25,1,1,0, , , , , , , , , , , , , 
56,     114,1,10,1,0,45,0,0,0, , , , , , , , , , , , , 
57,     115,1,67,0,0,20,1,1,0, , , , , , , , , , , , , 
57,     115,1,45,0,0,15,1,0,0, , , , , , , , , , , , , 
57,     115,1,82,0,0,40,0,1,1, , , , , , , , , , , , , 
57,     115,1,82,0,0,10,0,1,1, , , , , , , , , , , , , 
57,     115,1,8,0,0,2,0,0,0, , , , , , , , , , , , , 
58,     116,0,89,0,1,20,1,1,1, , , , , , , , , , , , , 
58,     116,0,55,0,0,33,0,1,0, , , , , , , , , , , , , 
58,     116,0,80,0,0,17,0,1,1, , , , , , , , , , , , , 
58,     116,0,10,0,0,5,0,0,0, , , , , , , , , , , , , 
58,     116,0,56,0,0,2,0,1,0, , , , , , , , , , , , , 
58,     116,0,37,0,0,1,0,0,0, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , 
